,Amount
40174,184.0
40175,2.67
40176,47.38
40177,61.55
40178,48.0
40179,79.92
40180,69.0
40181,3.95
40182,77.2
40183,68.35
40184,81.0
40185,14.72
40186,2.49
40187,79.63
40188,18.93
40189,14.99
40190,1.98
40191,41.04
40192,11.5
40193,2.34
40194,0.77
40195,178.14
40196,1.29
40197,92.06
40198,1.78
40199,0.01
40200,1.0
40201,1.0
40202,8.41
40203,21.63
40204,3.99
40205,1.18
40206,0.76
40207,29.99
40208,24.95
40209,400.0
40210,1.0
40211,70.0
40212,78.93
40213,0.89
40214,71.73
40215,414.03
40216,48.9
40217,1.0
40218,0.99
40219,3.59
40220,11.27
40221,890.58
40222,294.87
40223,64.96
40224,38.17
40225,21.18
40226,0.89
40227,22.7
40228,195.0
40229,51.0
40230,7.13
40231,23.38
40232,29.99
40233,44.71
40234,59.9
40235,11.36
40236,30.0
40237,49.0
40238,626.0
40239,9.99
40240,0.77
40241,135.0
40242,149.76
40243,8.97
40244,17.99
40245,1.98
40246,300.22
40247,722.22
40248,9.99
40249,45.0
40250,96.0
40251,9.99
40252,1322.17
40253,0.0
40254,751.0
40255,109.55
40256,46.76
40257,1.0
40258,21.51
40259,96.0
40260,489.26
40261,12.98
40262,197.45
40263,0.89
40264,19.9
40265,4.08
40266,1.79
40267,117.44
40268,22.12
40269,11.5
40270,85.5
40271,115.05
40272,1.79
40273,51.99
40274,102.0
40275,2.18
40276,39.95
40277,64.99
40278,13.0
40279,30.0
40280,11.39
40281,60.0
40282,1.0
40283,5.0
40284,1.0
40285,343.35
40286,29.9
40287,1.98
40288,0.78
40289,373.38
40290,305.5
40291,1.0
40292,17.43
40293,8.49
40294,29.67
40295,90.75
40296,3.66
40297,87.36
40298,0.69
40299,462.51
40300,4.27
40301,23.93
40302,44.99
40303,24.95
40304,0.76
40305,200.24
40306,56.0
40307,141.68
40308,6.99
40309,14.97
40310,52.4
40311,0.89
40312,8.93
40313,27.0
40314,15.95
40315,15.0
40316,0.78
40317,168.1
40318,7.6
40319,11.99
40320,6.22
40321,2.69
40322,12.5
40323,10.0
40324,2.28
40325,64.41
40326,264.98
40327,45.0
40328,7.49
40329,11.5
40330,7.85
40331,7.14
40332,3.58
40333,275.0
40334,1.0
40335,0.89
40336,16.22
40337,238.0
40338,6.97
40339,20.35
40340,36.48
40341,40.1
40342,27.83
40343,53.99
40344,50.0
40345,77.35
40346,4.47
40347,645.25
40348,218.95
40349,49.0
40350,124.45
40351,8.99
40352,17.3
40353,1.38
40354,60.0
40355,1.79
40356,91.82
40357,24.16
40358,0.99
40359,7.49
40360,84.95
40361,39.0
40362,19.98
40363,437.55
40364,36.95
40365,25.0
40366,25.0
40367,341.7
40368,9.89
40369,48.73
40370,10.99
40371,7.04
40372,28.84
40373,1.0
40374,25.95
40375,1.0
40376,7.7
40377,6.99
40378,189.95
40379,39.2
40380,15.21
40381,90.0
40382,20.84
40383,24.4
40384,1.0
40385,1.98
40386,138.0
40387,19.96
40388,1.0
40389,1797.92
40390,0.89
40391,1.79
40392,15.0
40393,54.25
40394,1414.88
40395,7.61
40396,14.95
40397,6.99
40398,64.9
40399,1.0
40400,164.2
40401,7.0
40402,1.0
40403,1.0
40404,89.99
40405,2.69
40406,21.99
40407,5.0
40408,366.0
40409,141.92
40410,11.85
40411,60.0
40412,51.98
40413,9.49
40414,58.31
40415,1.98
40416,310.98
40417,57.5
40418,168.99
40419,2.58
40420,1.98
40421,60.0
40422,9.99
40423,68.98
40424,70.5
40425,45.0
40426,30.5
40427,1.0
40428,24.25
40429,29.0
40430,1.61
40431,39.0
40432,6.88
40433,361.17
40434,15.95
40435,1.99
40436,3.91
40437,160.46
40438,9.99
40439,14.99
40440,13.99
40441,12.31
40442,96.12
40443,0.77
40444,95.0
40445,94.96
40446,11.85
40447,20.03
40448,87.9
40449,7.57
40450,120.0
40451,9.99
40452,30.78
40453,185.38
40454,11.91
40455,15.13
40456,15.18
40457,2.58
40458,50.0
40459,0.0
40460,75.0
40461,1.0
40462,12.31
40463,48.52
40464,134.85
40465,10.0
40466,165.75
40467,1.0
40468,78.0
40469,0.76
40470,2.12
40471,1.29
40472,49.22
40473,45.0
40474,85.11
40475,28.75
40476,294.14
40477,14.69
40478,1.0
40479,12.55
40480,431.96
40481,590.01
40482,38.9
40483,5.0
40484,93.9
40485,0.89
40486,18.5
40487,0.89
40488,0.89
40489,9.95
40490,36.0
40491,527.24
40492,8.72
40493,59.5
40494,33.6
40495,10.81
40496,1499.0
40497,166.84
40498,1.0
40499,39.95
40500,9.99
40501,64.99
40502,134.96
40503,12.99
40504,45.9
40505,39.98
40506,12.0
40507,12.31
40508,2.58
40509,6.0
40510,2.71
40511,1.98
40512,9.8
40513,29.99
40514,36.27
40515,55.41
40516,10.59
40517,417.22
40518,5.0
40519,1.98
40520,2.5
40521,1.51
40522,0.89
40523,7.9
40524,0.99
40525,9.99
40526,119.5
40527,14.0
40528,300.0
40529,115.95
40530,12.0
40531,543.0
40532,7.99
40533,8.99
40534,7.63
40535,17.99
40536,699.0
40537,25.0
40538,1.0
40539,319.99
40540,57.0
40541,0.89
40542,79.52
40543,118.35
40544,282.0
40545,2.28
40546,170.69
40547,31.55
40548,8.98
40549,139.2
40550,15.0
40551,1.0
40552,102.9
40553,105.0
40554,0.89
40555,19.96
40556,9.85
40557,6.98
40558,45.0
40559,0.89
40560,500.0
40561,9.99
40562,139.24
40563,2.0
40564,1.29
40565,1.0
40566,6.84
40567,94.85
40568,12.99
40569,2.99
40570,400.0
40571,370.0
40572,9.99
40573,2.99
40574,33.83
40575,8.92
40576,2.69
40577,30.0
40578,1.79
40579,19.99
40580,712.8
40581,209.4
40582,0.77
40583,22.9
40584,301.0
40585,5.49
40586,1.0
40587,121.47
40588,474.07
40589,39.99
40590,11.35
40591,101.75
40592,1.0
40593,13.4
40594,0.76
40595,6.99
40596,58.0
40597,349.82
40598,9.99
40599,8.15
40600,218.98
40601,34.9
40602,147.59
40603,172.1
40604,81.66
40605,1.98
40606,17.99
40607,19.5
40608,22.72
40609,99.8
40610,15.0
40611,12.02
40612,106.07
40613,1.0
40614,34.99
40615,10.0
40616,107.63
40617,158.0
40618,19.94
40619,68.06
40620,16.86
40621,549.2
40622,1.29
40623,7.27
40624,3.69
40625,133.95
40626,2.72
40627,10.0
40628,182.0
40629,97.45
40630,116.0
40631,1.5
40632,613.0
40633,50.0
40634,71.38
40635,39.97
40636,134.93
40637,126.5
40638,75.88
40639,16.06
40640,128.35
40641,19.33
40642,29.9
40643,76.07
40644,34.04
40645,15.95
40646,4.57
40647,17.99
40648,51.51
40649,19.01
40650,8.94
40651,32.89
40652,152.0
40653,68.46
40654,4.73
40655,12.99
40656,2.0
40657,43.71
40658,43.49
40659,0.89
40660,10.0
40661,84.95
40662,1.0
40663,10.99
40664,44.9
40665,0.12
40666,129.7
40667,123.31
40668,0.99
40669,18.14
40670,79.99
40671,15.15
40672,3.78
40673,1.98
40674,59.9
40675,1.0
40676,4.99
40677,5.99
40678,73.06
40679,0.76
40680,24.99
40681,4.38
40682,19.77
40683,48.19
40684,491.98
40685,1.29
40686,99.99
40687,41.98
40688,52.96
40689,5.0
40690,1.0
40691,25.18
40692,217.59
40693,7.18
40694,25.0
40695,0.12
40696,1.29
40697,0.89
40698,30.24
40699,1.5
40700,20.11
40701,1.29
40702,27.0
40703,75.28
40704,6.99
40705,30.0
40706,399.0
40707,172.59
40708,1.98
40709,15.17
40710,11.53
40711,1.0
40712,20.77
40713,34.0
40714,8.99
40715,17.99
40716,637.65
40717,115.91
40718,9.99
40719,50.0
40720,108.0
40721,43.66
40722,5.34
40723,264.0
40724,9.99
40725,2.99
40726,50.0
40727,8.27
40728,45.35
40729,225.0
40730,55.79
40731,1.79
40732,158.0
40733,18.0
40734,20.0
40735,185.5
40736,1.29
40737,72.91
40738,6.12
40739,35.39
40740,237.0
40741,208.36
40742,2.69
40743,89.4
40744,132.37
40745,85.25
40746,56.95
40747,144.0
40748,64.6
40749,349.45
40750,336.49
40751,19.45
40752,29.56
40753,50.9
40754,2.0
40755,124.42
40756,6.05
40757,34.99
40758,0.76
40759,28.93
40760,71.26
40761,62.92
40762,69.95
40763,630.5
40764,237.49
40765,1.08
40766,309.95
40767,19.89
40768,161.64
40769,130.0
40770,29.0
40771,114.5
40772,5.49
40773,17.99
40774,69.0
40775,3.58
40776,4.76
40777,14.0
40778,2.79
40779,0.99
40780,20.0
40781,6.06
40782,50.0
40783,126.7
40784,68.0
40785,79.77
40786,714.4
40787,18.0
40788,1.0
40789,1.52
40790,76.98
40791,10.0
40792,102.0
40793,177.7
40794,5.38
40795,189.9
40796,1.0
40797,2.92
40798,1.79
40799,44.22
40800,87.96
40801,176.9
40802,1.79
40803,0.37
40804,2.68
40805,17.85
40806,35.04
40807,1.17
40808,262.64
40809,128.0
40810,129.95
40811,94.84
40812,39.99
40813,17.99
40814,30.0
40815,1.29
40816,141.94
40817,13.58
40818,34.62
40819,44.9
40820,29.0
40821,2.28
40822,12.15
40823,4.49
40824,5.9
40825,30.43
40826,59.6
40827,6.24
40828,149.6
40829,6.87
40830,7.08
40831,4.13
40832,243.5
40833,0.77
40834,178.05
40835,15.99
40836,385.12
40837,330.0
40838,1.0
40839,72.36
40840,237.24
40841,6.99
40842,9.99
40843,7.68
40844,9.45
40845,103.01
40846,1456.03
40847,1.75
40848,76.88
40849,9.85
40850,9.99
40851,42.12
40852,72.0
40853,1.0
40854,108.14
40855,104.72
40856,483.39
40857,674.96
40858,209.9
40859,65.61
40860,7.5
40861,0.99
40862,25.2
40863,54.0
40864,2.96
40865,1.0
40866,0.89
40867,1.0
40868,17.84
40869,142.5
40870,9.86
40871,1.0
40872,66.9
40873,10.0
40874,359.28
40875,10.0
40876,31.0
40877,9.99
40878,93.8
40879,59.99
40880,88.49
40881,71.21
40882,19.97
40883,1.78
40884,2.49
40885,35.0
40886,16.98
40887,2.69
40888,11.38
40889,16.01
40890,15.0
40891,19.29
40892,53.98
40893,109.66
40894,59.78
40895,13.35
40896,0.76
40897,90.98
40898,22.4
40899,3200.0
40900,61.9
40901,1.0
40902,213.76
40903,4.99
40904,8.6
40905,20.0
40906,48.0
40907,28.75
40908,23.6
40909,2.67
40910,0.89
40911,1.98
40912,5.99
40913,26.5
40914,135.52
40915,101.0
40916,22.9
40917,90.82
40918,11.5
40919,114.9
40920,39.0
40921,1.0
40922,16.99
40923,8.99
40924,19.99
40925,28.56
40926,86.55
40927,9.4
40928,66.9
40929,291.0
40930,23.6
40931,8.99
40932,339.08
40933,93.0
40934,4.95
40935,9.99
40936,7.66
40937,3.79
40938,8.99
40939,9.81
40940,89.0
40941,35.0
40942,9.89
40943,178.9
40944,0.95
40945,58.42
40946,12.99
40947,0.84
40948,7.7
40949,46.0
40950,12.31
40951,316.44
40952,12.59
40953,19.95
40954,8.99
40955,306.91
40956,14.49
40957,37.33
40958,4.49
40959,25.61
40960,1.98
40961,5.99
40962,210.09
40963,8.99
40964,71.18
40965,29.98
40966,17.99
40967,780.08
40968,0.99
40969,212.58
40970,3.99
40971,94.0
40972,1643.0
40973,10.47
40974,66.34
40975,6.15
40976,8.01
40977,4.95
40978,336.0
40979,160.0
40980,4.06
40981,0.77
40982,29.89
40983,1.98
40984,2.58
40985,0.77
40986,4.42
40987,24.3
40988,39.5
40989,135.23
40990,18.88
40991,14.48
40992,1.29
40993,9.72
40994,0.99
40995,91.25
40996,28.75
40997,50.0
40998,14.95
40999,105.56
41000,429.0
41001,81.8
41002,62.4
41003,11.15
41004,151.86
41005,4.34
41006,1.0
41007,1.0
41008,76.04
41009,0.99
41010,7.82
41011,55.0
41012,30.0
41013,11.0
41014,133.05
41015,71.5
41016,125.0
41017,16.45
41018,12.05
41019,37.0
41020,15.9
41021,42.81
41022,1.98
41023,43.2
41024,100.0
41025,445.7
41026,1.0
41027,0.89
41028,11.95
41029,93.89
41030,74.95
41031,350.0
41032,260.0
41033,34.4
41034,1.79
41035,9.7
41036,19.99
41037,99.99
41038,14.9
41039,5.69
41040,199.97
41041,19.99
41042,5.0
41043,20.0
41044,21.29
41045,190.0
41046,22.0
41047,61.4
41048,92.47
41049,6.0
41050,11.88
41051,0.99
41052,68.0
41053,6.43
41054,5.71
41055,89.44
41056,0.99
41057,102.45
41058,2.69
41059,11.54
41060,0.89
41061,558.58
41062,114.0
41063,0.77
41064,133.73
41065,32.67
41066,2.0
41067,37.5
41068,7.81
41069,2.31
41070,9.82
41071,62.0
41072,9.85
41073,1600.0
41074,55.83
41075,13.4
41076,1.0
41077,50.0
41078,44.99
41079,1000.0
41080,12.95
41081,58.95
41082,312.17
41083,30.35
41084,19.95
41085,1.0
41086,26.52
41087,10.59
41088,32.04
41089,24.81
41090,44.7
41091,39.05
41092,12.31
41093,242.34
41094,106.78
41095,323.78
41096,0.76
41097,194.0
41098,100.76
41099,85.0
41100,1.0
41101,111.39
41102,303.5
41103,9.99
41104,75.31
41105,360.61
41106,110.41
41107,9.0
41108,1.0
41109,10.85
41110,79.99
41111,17.88
41112,800.0
41113,5.38
41114,15.54
41115,141.11
41116,3.57
41117,19.53
41118,28.96
41119,54.99
41120,119.98
41121,33.85
41122,1.98
41123,88.95
41124,0.76
41125,9.2
41126,4.49
41127,39.0
41128,172.65
41129,13.01
41130,19.95
41131,232.75
41132,85.0
41133,179.98
41134,17.0
41135,196.8
41136,20.85
41137,34.0
41138,1.0
41139,8.9
41140,11.5
41141,46.97
41142,2.87
41143,74.65
41144,2.49
41145,1.29
41146,1.78
41147,1.0
41148,4.58
41149,13.97
41150,1.0
41151,29.99
41152,265.0
41153,73.42
41154,0.12
41155,18.99
41156,0.76
41157,679.38
41158,52.55
41159,71.94
41160,166.03
41161,40.41
41162,40.97
41163,42.26
41164,1.98
41165,112.0
41166,2.0
41167,1.99
41168,48.02
41169,72.6
41170,7.0
41171,49.99
41172,11.27
41173,12.31
41174,18.25
41175,18.95
41176,3.56
41177,69.75
41178,45.0
41179,1.0
41180,268.0
41181,15.16
41182,25.0
41183,200.0
41184,76.9
41185,14.99
41186,1.29
41187,12.31
41188,164.7
41189,12.0
41190,25.6
41191,0.89
41192,204.44
41193,0.01
41194,4.49
41195,50.85
41196,53.24
41197,2.69
41198,177.99
41199,59.9
41200,40.0
41201,17.4
41202,40.0
41203,52.25
41204,53.63
41205,90.55
41206,54.45
41207,8.99
41208,1.0
41209,2.69
41210,11.35
41211,8.08
41212,38.06
41213,0.69
41214,22.71
41215,1.98
41216,0.79
41217,1.0
41218,30.0
41219,10.0
41220,20.89
41221,14.99
41222,17.0
41223,9.99
41224,100.94
41225,1.5
41226,10.0
41227,125.0
41228,0.76
41229,10.71
41230,13.99
41231,0.92
41232,1.0
41233,50.0
41234,10.0
41235,114.9
41236,68.16
41237,89.99
41238,92.2
41239,14.9
41240,0.76
41241,0.0
41242,19.0
41243,48.7
41244,12.15
41245,1.0
41246,11.46
41247,15.0
41248,427.69
41249,169.71
41250,64.63
41251,148.5
41252,25.0
41253,18.0
41254,29.99
41255,10.4
41256,100.09
41257,15.0
41258,194.54
41259,39.95
41260,765.0
41261,59.48
41262,1.0
41263,1.98
41264,0.76
41265,18.99
41266,69.34
41267,172.59
41268,9.25
41269,27.56
41270,91.03
41271,99.48
41272,7.7
41273,1.98
41274,111.7
41275,110.0
41276,133.27
41277,240.32
41278,200.2
41279,0.0
41280,1.99
41281,1.98
41282,13.06
41283,1.0
41284,23.0
41285,56.0
41286,4.0
41287,8.99
41288,2.99
41289,1.29
41290,4.63
41291,305.3
41292,147.0
41293,12.24
41294,0.99
41295,240.0
41296,14.77
41297,1.79
41298,60.44
41299,4.0
41300,4.99
41301,226.98
41302,4.99
41303,8.34
41304,74.78
41305,81.99
41306,1.98
41307,66.2
41308,723.21
41309,75.3
41310,149.9
41311,1.29
41312,132.0
41313,35.8
41314,117.65
41315,33.24
41316,8.06
41317,425.16
41318,378.32
41319,0.89
41320,4.49
41321,49.9
41322,8.92
41323,876.42
41324,1.0
41325,80.0
41326,69.39
41327,99.0
41328,49.0
41329,1.0
41330,4.1
41331,1.51
41332,1.51
41333,538.59
41334,10.0
41335,3.67
41336,1.0
41337,9.99
41338,26.44
41339,49.95
41340,8.93
41341,7.74
41342,89.99
41343,15.0
41344,113.2
41345,278.25
41346,18.0
41347,65.89
41348,36.24
41349,7.55
41350,34.95
41351,1.98
41352,0.76
41353,57.98
41354,7.0
41355,1.0
41356,38.85
41357,11.99
41358,99.95
41359,2.99
41360,67.64
41361,144.0
41362,17.22
41363,27.15
41364,0.92
41365,12.31
41366,22.3
41367,220.0
41368,1.0
41369,27.83
41370,97.88
41371,519.84
41372,9.72
41373,963.0
41374,366.09
41375,1.0
41376,47.95
41377,35.86
41378,19.0
41379,53.85
41380,144.0
41381,13.99
41382,10.0
41383,8.97
41384,40.7
41385,1.98
41386,2.58
41387,30.43
41388,1.0
41389,6.95
41390,2.29
41391,11.37
41392,26.0
41393,61.99
41394,51.99
41395,111.89
41396,137.24
41397,1.0
41398,50.5
41399,660.38
41400,34.5
41401,19.4
41402,1.79
41403,129.75
41404,47.19
41405,4.26
41406,3.57
41407,5.38
41408,285.7
41409,14.95
41410,1.0
41411,9.8
41412,1.98
41413,135.0
41414,1.69
41415,25.99
41416,0.01
41417,84.0
41418,0.77
41419,1.0
41420,24.0
41421,1.0
41422,149.0
41423,36.83
41424,161.98
41425,5.99
41426,54.9
41427,1.13
41428,4.49
41429,4.5
41430,98.0
41431,41.0
41432,28.22
41433,81.09
41434,74.9
41435,28.03
41436,1181.1
41437,0.89
41438,10.0
41439,1.0
41440,56.33
41441,59.7
41442,9.81
41443,69.34
41444,11.38
41445,2.0
41446,62.0
41447,12.25
41448,30.21
41449,109.34
41450,7.13
41451,45.36
41452,1.79
41453,11.84
41454,4.49
41455,214.0
41456,122.48
41457,1.98
41458,5.45
41459,5.99
41460,2.99
41461,120.0
41462,22.84
41463,58.0
41464,60.37
41465,74.99
41466,23.0
41467,2.28
41468,4.95
41469,6.26
41470,371.14
41471,52.94
41472,135.89
41473,1.79
41474,16.99
41475,220.0
41476,49.98
41477,4.49
41478,38.36
41479,81.58
41480,6.28
41481,1.29
41482,1.98
41483,120.65
41484,65.35
41485,1.0
41486,3.21
41487,387.5
41488,43.46
41489,399.0
41490,37.16
41491,12.99
41492,1.0
41493,75.0
41494,39.87
41495,87.7
41496,46.51
41497,1.99
41498,430.7
41499,10.0
41500,1.0
41501,74.0
41502,600.0
41503,106.66
41504,104.0
41505,65.85
41506,106.18
41507,78.0
41508,94.6
41509,19.99
41510,28.62
41511,7.55
41512,334.0
41513,31.35
41514,2.29
41515,36.72
41516,17.63
41517,11.72
41518,1.0
41519,1.98
41520,842.21
41521,5114.1
41522,23.91
41523,24.99
41524,5.65
41525,36.9
41526,357.33
41527,27.48
41528,158.0
41529,8.99
41530,14.41
41531,1.18
41532,24.99
41533,1.98
41534,33.45
41535,25.8
41536,5.07
41537,1.79
41538,13.91
41539,3.7
41540,50.0
41541,15.29
41542,7.64
41543,34.95
41544,79.89
41545,52.8
41546,46.2
41547,40.0
41548,1.0
41549,1.0
41550,1.0
41551,68.03
41552,12.7
41553,1.51
41554,0.76
41555,2.4
41556,23.19
41557,167.0
41558,3.96
41559,196.72
41560,6.23
41561,3.69
41562,24.99
41563,0.89
41564,328.0
41565,16.94
41566,47.5
41567,54.0
41568,118.85
41569,158.26
41570,36.0
41571,59.99
41572,1.0
41573,60.0
41574,0.5
41575,148.82
41576,6.7
41577,19.94
41578,71.02
41579,2.73
41580,8.99
41581,146.78
41582,4.07
41583,1.29
41584,104.93
41585,9.84
41586,134.0
41587,64.0
41588,214.0
41589,44.3
41590,158.65
41591,70.27
41592,39.8
41593,11.5
41594,15.95
41595,43.34
41596,71.0
41597,87.85
41598,0.99
41599,28.0
41600,47.19
41601,1.54
41602,5.45
41603,94.15
41604,1.0
41605,5.99
41606,4.99
41607,8.95
41608,0.76
41609,105.54
41610,30.0
41611,8.99
41612,13.56
41613,160.0
41614,112.77
41615,207.5
41616,2.69
41617,200.0
41618,1.0
41619,14.95
41620,13.99
41621,1.0
41622,234.88
41623,0.99
41624,1.79
41625,0.76
41626,69.8
41627,72.73
41628,48.7
41629,2.23
41630,1.0
41631,1.98
41632,914.98
41633,16.44
41634,12.31
41635,2.49
41636,28.79
41637,7.0
41638,1.88
41639,10.0
41640,208.2
41641,1.0
41642,64.99
41643,1.79
41644,31.33
41645,0.9
41646,330.5
41647,13.32
41648,1.0
41649,11.85
41650,9.99
41651,10.12
41652,33.98
41653,5.04
41654,11.46
41655,12.77
41656,22.69
41657,238.0
41658,1.0
41659,29.49
41660,7.94
41661,140.0
41662,792.0
41663,21.78
41664,250.0
41665,18.85
41666,14.23
41667,15.6
41668,11.5
41669,41.0
41670,8.02
41671,8.99
41672,20.0
41673,102.0
41674,199.0
41675,46.5
41676,13.13
41677,381.04
41678,0.99
41679,154.99
41680,1.0
41681,1.0
41682,5.75
41683,85.0
41684,919.67
41685,88.0
41686,153.0
41687,19.95
41688,150.0
41689,22.0
41690,4.24
41691,99.0
41692,191.45
41693,137.0
41694,11.99
41695,51.9
41696,20.73
41697,9.99
41698,8.12
41699,2.2
41700,138.68
41701,1.0
41702,277.12
41703,332.02
41704,5.48
41705,15.0
41706,100.0
41707,1.0
41708,12.31
41709,120.0
41710,6.0
41711,160.25
41712,3.59
41713,15.0
41714,33.97
41715,4.98
41716,3.69
41717,25.91
41718,1.0
41719,200.0
41720,145.85
41721,1.29
41722,1.0
41723,0.89
41724,11.5
41725,18.42
41726,157.15
41727,6.21
41728,423.92
41729,100.43
41730,154.0
41731,39.45
41732,4.99
41733,28.79
41734,1.0
41735,62.6
41736,9.6
41737,66.05
41738,55.95
41739,38.09
41740,1.0
41741,7.6
41742,3.99
41743,1.29
41744,108.4
41745,29.99
41746,7.86
41747,75.25
41748,28.98
41749,6.18
41750,19.0
41751,58.37
41752,83.6
41753,134.0
41754,30.0
41755,54.0
41756,4.99
41757,2.68
41758,267.73
41759,1.0
41760,358.96
41761,0.01
41762,70.65
41763,132.36
41764,0.89
41765,54.99
41766,120.0
41767,1.18
41768,25.0
41769,13.49
41770,20.92
41771,59.29
41772,1.0
41773,8.13
41774,45.44
41775,3.22
41776,2.49
41777,18.5
41778,44.99
41779,200.0
41780,3.48
41781,88.74
41782,11.87
41783,2.0
41784,18.72
41785,340.52
41786,8.38
41787,37.95
41788,5.5
41789,4.37
41790,20.0
41791,8.06
41792,19.95
41793,1.42
41794,4.49
41795,139.0
41796,67.28
41797,206.9
41798,48.09
41799,1.0
41800,11.28
41801,89.99
41802,211.56
41803,14.99
41804,116.0
41805,41.72
41806,49.95
41807,24.99
41808,1.54
41809,40.0
41810,43.94
41811,21.4
41812,9.99
41813,8.0
41814,41.58
41815,9.02
41816,87.4
41817,10.48
41818,52.4
41819,11.31
41820,9.99
41821,60.0
41822,14.4
41823,169.13
41824,41.03
41825,11.27
41826,179.0
41827,36.58
41828,699.0
41829,1.0
41830,4.53
41831,12.53
41832,485.01
41833,15.98
41834,18.94
41835,26.43
41836,73.8
41837,0.95
41838,1.29
41839,12.1
41840,105.0
41841,8.99
41842,200.0
41843,25.0
41844,1.98
41845,10.48
41846,12.0
41847,89.0
41848,1.98
41849,1.79
41850,7.99
41851,5.44
41852,464.04
41853,1.29
41854,155.49
41855,1.79
41856,1.0
41857,1.98
41858,9.48
41859,600.0
41860,11.85
41861,15.39
41862,100.0
41863,191.9
41864,10.0
41865,22.95
41866,5.15
41867,103.9
41868,60.0
41869,266.8
41870,85.25
41871,0.89
41872,29.0
41873,11.85
41874,17.5
41875,15.0
41876,8.99
41877,8.1
41878,53.91
41879,108.83
41880,9.99
41881,525.0
41882,725.36
41883,8.99
41884,1.0
41885,1.98
41886,89.99
41887,1.0
41888,13.53
41889,45.0
41890,1.0
41891,432.47
41892,5.0
41893,18.36
41894,16.44
41895,500.51
41896,16.99
41897,26.51
41898,8.92
41899,198.0
41900,12.99
41901,4.0
41902,25.0
41903,65.0
41904,1.0
41905,39.95
41906,0.73
41907,262.86
41908,23.2
41909,192.4
41910,1.0
41911,8.5
41912,4.0
41913,12.58
41914,356.37
41915,8.99
41916,511.92
41917,21.4
41918,1.99
41919,1.0
41920,42.0
41921,11.87
41922,120.4
41923,254.0
41924,17.92
41925,7.17
41926,65.79
41927,8.8
41928,100.0
41929,0.99
41930,628.75
41931,115.0
41932,143.92
41933,1.0
41934,12.31
41935,6.99
41936,85.49
41937,13.27
41938,59.9
41939,2.0
41940,28.44
41941,5.99
41942,5.5
41943,1.0
41944,41.2
41945,25.95
41946,26.95
41947,42.18
41948,32.96
41949,120.4
41950,14.6
41951,39.0
41952,21.99
41953,8.78
41954,3.0
41955,144.0
41956,5.0
41957,1.98
41958,10.7
41959,1.81
41960,6.57
41961,0.0
41962,0.99
41963,1.6
41964,550.0
41965,1.79
41966,26.9
41967,162.79
41968,140.96
41969,1.29
41970,119.0
41971,0.76
41972,89.7
41973,0.89
41974,24.94
41975,62.89
41976,50.98
41977,11.99
41978,14.99
41979,0.89
41980,5.64
41981,15.95
41982,29.75
41983,5.99
41984,1.98
41985,1.98
41986,0.76
41987,148.0
41988,15.93
41989,2.4
41990,12.47
41991,0.89
41992,32.71
41993,22.0
41994,7.68
41995,34.92
41996,25.0
41997,785.16
41998,301.55
41999,1.79
42000,33.41
42001,1.98
42002,54.9
42003,43.95
42004,61.85
42005,1.98
42006,26.0
42007,12.31
42008,18.15
42009,26.16
42010,167.24
42011,14.99
42012,4.11
42013,49.6
42014,70.44
42015,26.5
42016,11.99
42017,98.66
42018,48.0
42019,73.6
42020,100.0
42021,402.95
42022,0.99
42023,422.8
42024,72.0
42025,95.0
42026,200.0
42027,28.07
42028,206.72
42029,65.72
42030,34.66
42031,3.99
42032,1.0
42033,126.0
42034,53.04
42035,88.45
42036,90.6
42037,0.31
42038,11.5
42039,286.5
42040,492.49
42041,15.0
42042,37.93
42043,87.0
42044,221.52
42045,0.0
42046,42.81
42047,14.48
42048,160.71
42049,142.76
42050,137.8
42051,34.99
42052,18.44
42053,10.0
42054,23.0
42055,1.0
42056,7.12
42057,17.51
42058,29.61
42059,49.99
42060,12.98
42061,165.55
42062,13.23
42063,92.35
42064,88.0
42065,9.0
42066,116.93
42067,3.94
42068,35.0
42069,10.29
42070,0.77
42071,1.0
42072,19.95
42073,2.85
42074,75.46
42075,14.0
42076,387.0
42077,39.95
42078,10.0
42079,10.65
42080,11.99
42081,701.56
42082,40.43
42083,62.0
42084,1200.0
42085,1.0
42086,48.13
42087,0.76
42088,0.0
42089,58.12
